Project Name,Owner,Developer,TCAD ID,Address,Zip Code,Council District,Kirwan Opportunity Index,Distance to Bus Stop,Total Units,Total Affordable Units,Unit Type,Program,Housing Type,Status,Affordability Start Date,Affordability Period,Affordability Expiration Date,Certification Date,C. of O. Date,Required Amount of Fee in Lieu,Date Fee in Lieu Received,Units <= 30% MFI,Units <= 40% MFI,Units <= 50% MFI,Units <= 60% MFI,Units <= 65% MFI,Units <= 80% MFI,Units <= 100% MFI,Market Rate Units,City Funded Amount,% of Funds Leveraged,CLT,DDB,RNY,MDA,NBG,PUDDA,SMART,TOD,UNO,VMU,Location
Juniper at Olive,Austin Housing Finance Corporation,Austin Housing Finance Corporation,,Undisclosed,78702,1,Very Low,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,06/30/2015,99,06/30/2014,02/14/2011,10/09/2013,$0.00,,0,0,0,0,0,1,0,0,$0.00,,Yes,No,No,No,No,No,Yes,No,No,No,"(30.270713000000001, -97.730902)"
Juniper at Olive,Austin Housing Finance Corporation,Austin Housing Finance Corporation,,Undisclosed,78702,1,Very Low,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Cancelled,,99,,02/14/2011,10/09/2013,$0.00,,0,0,0,0,0,1,0,0,$0.00,,Yes,No,No,No,No,No,Yes,No,No,No,"(30.270282000000002, -97.730693000000002)"
Juniper at Olive,Austin Housing Finance Corporation,Austin Housing Finance Corporation,,Undisclosed,78702,1,Very Low,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Cancelled,,99,,02/14/2011,10/09/2013,$0.00,,0,0,0,0,0,1,0,0,$0.00,,Yes,No,No,No,No,No,Yes,No,No,No,"(30.270793999999999, -97.730705)"
Juniper at Olive,Austin Housing Finance Corporation,Austin Housing Finance Corporation,,Undisclosed,78702,1,Very Low,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,07/17/2015,99,07/17/2014,02/14/2011,10/09/2013,$0.00,,0,0,0,0,0,1,0,0,$0.00,,Yes,No,No,No,No,No,Yes,No,No,No,"(30.270771, -97.730576999999997)"
Juniper at Olive,Austin Housing Finance Corporation,Austin Housing Finance Corporation,,Undisclosed,78702,1,Very Low,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,07/15/2015,99,07/15/2014,02/14/2011,10/09/2013,$0.00,,0,0,0,0,0,1,0,0,$0.00,,Yes,No,No,No,No,No,Yes,No,No,No,"(30.270766999999999, -97.730418999999998)"
Juniper at Olive,Austin Housing Finance Corporation,Austin Housing Finance Corporation,,Undisclosed,78702,1,Very Low,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,06/30/2015,99,06/30/2014,02/14/2011,10/09/2013,$0.00,,0,0,0,0,0,1,0,0,$0.00,,Yes,No,No,No,No,No,Yes,No,No,No,"(30.270734999999998, -97.730199999999996)"
Juniper at Olive,Austin Housing Finance Corporation,Austin Housing Finance Corporation,,Undisclosed,78702,1,Very Low,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,06/30/2015,99,06/30/2014,02/14/2011,10/09/2013,$0.00,,0,0,0,0,0,1,0,0,$0.00,,Yes,No,No,No,No,No,Yes,No,No,No,"(30.270865000000001, -97.727586000000002)"
Juniper at Olive,Austin Housing Finance Corporation,Austin Housing Finance Corporation,,Undisclosed,78702,1,Very Low,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,06/23/2015,99,06/23/2014,02/14/2011,10/09/2013,$0.00,,0,0,0,0,0,1,0,0,$0.00,,Yes,No,No,No,No,No,Yes,No,No,No,"(30.270633, -97.729950000000002)"
Levander Loop,Austin Housing Finance Corporation,Austin Housing Finance Corporation,,Levander Loop,78702,3,,Neither,100,40,Single Family,Developer Incentive,Ownership,Project Certified / Loan Executed,,0,,08/30/2010,,$0.00,,0,0,0,40,0,0,0,60,$0.00,,Yes,No,No,No,No,No,Yes,No,No,No,"(30.252784999999999, -97.690419000000006)"
Elysian at Mueller,"Catellus Austin, LLC",Catellus Austin LLC,,4650 Mueller Boulevard,78723,9,,Neither,302,76,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,05/09/2014,50,05/09/1964,11/14/2007,05/09/2014,$0.00,,0,0,0,0,0,76,0,226,$0.00,,No,No,No,Yes,No,No,Yes,No,No,No,"(30.299166, -97.707065999999998)"
The Residences at The Domain,"EGP Management, L.L.C.","EGP Management, L.L.C.",,11400 Domain Drive,78758,7,Moderate,1/4 Mile,82,8,Multifamily,Developer Incentive,Rental,Affordability Period Expired,06/01/2007,5,06/01/2012,05/15/2003,06/01/2007,,,0,0,0,0,8,0,0,74,$0.00,,No,No,No,Yes,No,No,Yes,No,No,No,"(30.400623, -97.724930000000001)"
The Villages at The Domain,"EGP Management, L.L.C.","EGP Management, L.L.C.",,11011 Domain Drive,78758,7,Moderate,1/4 Mile,165,17,Multifamily,Developer Incentive,Rental,Affordability Period Expired,03/25/2010,5,03/25/2015,05/15/2003,03/25/2010,,,0,0,0,0,17,0,0,148,$0.00,,No,No,No,Yes,No,No,Yes,No,No,No,"(30.396505999999999, -97.725756000000004)"
SOL,Undisclosed,Guadalupe Neighborhood Development Corporation,,Undisclosed,78721,3,Very Low,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,08/24/2010,30,08/24/2040,,,,,0,0,0,0,0,1,0,0,$83260.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.258528999999999, -97.685360000000003)"
SOL,Undisclosed,Guadalupe Neighborhood Development Corporation,,Undisclosed,78721,3,Very Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,06/24/2010,30,06/24/2040,,,,,0,0,0,0,0,1,0,0,$83260.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.258945000000001, -97.684944999999999)"
SOL,Undisclosed,Guadalupe Neighborhood Development Corporation,,Undisclosed,78721,3,Very Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,06/11/2010,30,06/11/2040,,,,,0,0,0,0,0,1,0,0,$83260.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.259177999999999, -97.684434999999993)"
SOL,Undisclosed,Guadalupe Neighborhood Development Corporation,,Undisclosed,78721,3,Very Low,1/4 Mile,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,08/31/2010,30,08/31/2040,,,,,0,0,0,0,0,1,0,0,$83260.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.259173000000001, -97.684306000000007)"
SOL,Undisclosed,Guadalupe Neighborhood Development Corporation,,Undisclosed,78721,3,Very Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,08/31/2010,30,08/31/2040,,,,,0,0,0,0,0,1,0,0,$83260.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.258237000000001, -97.684942000000007)"
SOL,Undisclosed,Guadalupe Neighborhood Development Corporation,,Undisclosed,78721,3,Very Low,Neither,1,1,Single Family,A&D,Ownership,Project Complete / Final C.of O. Received,06/10/2010,30,06/10/2040,,,,,0,0,0,0,0,1,0,0,$83260.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.258915999999999, -97.683764999999994)"
ACDDC - Alley Flat,Lorri Haden,Austin Community Design and Development Center,,,78757,7,,Neither,1,1,Single Family,RHDA,Rental,Project Certified / Loan Executed,,0,,12/12/2016,,,,0,0,0,0,0,1,0,0,$0.00,,No,No,No,No,No,No,Yes,No,No,No,"(30.338875000000002, -97.728432999999995)"
North Shore Apartments (GWTP MDA),TCC/CVI Development Group,"TC Green Water Master Developer, LLC",,110 San Antonio Street,78701,9,Low,1/4 Mile,439,50,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,09/30/2016,40,09/30/1956,06/06/2012,09/30/2016,,,0,0,0,0,0,50,0,389,$0.00,,No,No,No,Yes,No,No,No,No,No,No,"(30.265384999999998, -97.749562999999995)"
Cascades MUD,"Onion Associates, Ltd.","Onion Associates, Ltd.",,,,,,Neither,0,0,Multifamily,Developer Incentive,Rental,Project Certified / Loan Executed,,0,,08/27/2014,,,,0,0,0,0,0,0,0,0,$0.00,,No,No,No,No,No,Yes,No,No,No,No,
Sun Chase PUD,"Qualico CR, LP","Qualico CR, LP",,,,,,Neither,0,0,Multifamily,Developer Incentive,Rental,Project Certified / Loan Executed,,0,,06/27/2016,,,,0,0,0,0,0,0,0,0,$0.00,,No,No,No,No,No,Yes,No,No,No,No,
East 12th Street Homes,"Butler Family Interests, LLP",Butler Family Interests LLP,,Undisclosed,78702,1,Low,1/4 Mile,1,1,Single Family,Developer Incentive,Ownership,Project Complete / Final C.of O. Received,04/01/2016,40,04/01/1956,01/18/2013,04/01/2016,,,0,0,0,0,0,1,0,0,$0.00,,No,No,No,No,No,No,Yes,No,No,No,"(30.272365000000001, -97.727744999999999)"
East 12th Street Homes,"Butler Family Interests, LLP",Butler Family Interests LLP,,Undisclosed,78702,1,Low,1/4 Mile,13,0,Single Family,Developer Incentive,Ownership,Project Complete / Final C.of O. Received,,0,,01/18/2013,,,,0,0,0,0,0,0,0,13,$0.00,,No,No,No,No,No,No,Yes,No,No,No,"(30.272047000000001, -97.729445999999996)"
Indian Hills PID,"Club Deal 116 Indian Hills TX, L.P.","Club Deal 116 Indian Hills TX, L.P.",,,,,,Neither,0,0,Multifamily,Developer Incentive,Rental,Project Certified / Loan Executed,,0,,06/18/2009,,,,0,0,0,0,0,0,0,0,$0.00,,No,No,No,No,No,Yes,No,No,No,No,
Whisper Valley PUD,Club Deal 120 Whisper Valley L.P.,Club Deal 120 Whisper Valley L.P.,,,,,,Neither,0,0,Multifamily,Developer Incentive,Rental,Project Certified / Loan Executed,,0,,,,,,0,0,0,0,0,0,0,0,$0.00,,No,No,No,No,No,Yes,No,No,No,No,
Muskin Company - Section 9B,"Catellus Austin, LLC",Catellus Austin LLC,,,78723,9,,Neither,8,0,Single Family,Developer Incentive,Ownership,Project Certified / Loan Executed,,0,,12/21/2016,,,,0,0,0,0,0,0,0,8,$0.00,,No,No,No,No,No,No,Yes,No,No,No,"(30.298665, -97.700595000000007)"
Amli - South Shore,Amli Residential,Amli Residential,,1620 E Riverside Drive,78741,9,Low,1/4 Mile,375,19,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,05/14/2010,40,05/14/1950,05/06/2008,05/14/2010,,,0,0,0,0,0,19,0,356,$0.00,,No,No,No,No,No,No,No,No,No,Yes,"(30.245117, -97.730065999999994)"
Cornerstone,Mary Lee Community,Mary Lee Foundation,102138,1322 Lamar Square Drive,78704,5,Very Low,1/4 Mile,30,30,Multifamily,RHDA,Rental,Project Complete / Final C.of O. Received,11/21/2002,20,11/21/2022,,,,,0,0,30,0,0,0,0,0,$1009502.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.255306206670699, -97.764223888574307)"
The Willows,Mary Lee Community,Mary Lee Foundation,102142,1330 Lamar Square Drive,78704,5,Moderate,1/4 Mile,64,64,Multifamily,RHDA,Rental,Project Complete / Final C.of O. Received,08/31/2010,40,08/31/1950,09/08/2006,,,,32,0,28,0,0,4,0,0,$2475000.00,90.37%,No,No,No,No,No,No,Yes,No,No,No,"(30.2544562030313, -97.765039314015993)"
Sierra Vista,Foundation Communities,"Foundation Communities, Inc.",315652,4320 S Congress Avenue,78745,3,Low,Neither,233,233,Multifamily,RHDA,Rental,Project Complete / Final C.of O. Received,02/04/2010,99,02/04/2009,06/10/2009,09/12/2011,,,0,0,0,143,0,90,0,0,$3000000.00,329.13%,No,No,No,No,No,No,Yes,No,No,No,"(30.2190337978803, -97.767184596458094)"
Crossroads Apartments,Crossroads Mutual Housing Corporation,"Foundation Communities, Inc.",249991,8801 McCann Drive,78757,7,Very Low,Neither,14,14,Multifamily,RHDA,Rental,Project Complete / Final C.of O. Received,06/17/2009,99,06/17/2008,,,,,14,0,0,0,0,0,0,0,$900000.00,33.33%,No,No,No,No,No,No,Yes,No,No,No,"(30.372730492745699, -97.729448008374803)"
904 Lydia,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,192932,904 Lydia Street,78702,1,Very Low,1/4 Mile,1,1,Single Family,RHDA,Rental,Project Complete / Final C.of O. Received,04/03/2009,40,04/03/2049,,,,,1,0,0,0,0,0,0,0,$60000.00,143.33%,No,No,No,No,No,No,Yes,No,No,No,"(30.267405274891999, -97.728551703612794)"
303 San Saba Street,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,189765,303 San Saba Street,78702,3,Low,Neither,1,1,Single Family,RHDA,Rental,Project Complete / Final C.of O. Received,05/05/2005,20,05/05/2025,,,,,0,0,0,1,0,0,0,0,$65833.33,568.86%,No,No,No,No,No,No,Yes,No,No,No,"(30.255885486831499, -97.714408775614501)"
912 Neal Street,Green Doors,Community Partnerships for the Homeless,748855,912 Neal Street,78702,1,Very High,Neither,1,1,Single Family,RHDA,Rental,Project Complete / Final C.of O. Received,01/31/2008,40,01/31/2048,,,,,0,0,1,0,0,0,0,0,$125000.00,0%,No,No,No,No,No,No,No,No,No,No,"(30.2687163287403, -97.710356868384395)"
FLORA Apartments,"FLORA Middle Fiskville, LP",JCI Residential,225374,5406 Middle Fiskville Road,78751,4,,Neither,194,19,Multifamily,Developer Incentive,Rental,Application Received / Under Review,,0,,,,,,0,0,0,0,0,19,0,175,$0.00,,No,No,No,No,No,No,No,No,No,Yes,"(30.316670999999999, -97.714956999999998)"
Aspen Heights,Aspen Heights,Aspen Heights,196726,805 Nueces Street,78701,9,Low,1/4 Mile,196,0,Multifamily,Developer Incentive,Rental,Project Complete / Final C.of O. Received,,0,,,,$868240.00,01/03/2017 12:00:00 AM,0,0,0,0,0,0,0,196,$0.00,,No,Yes,No,No,No,No,No,No,No,No,"(30.271820000000002, -97.747636)"
1002 Wheeless Street,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,782343,1002 Wheeless Street,78702,1,Low,Neither,1,1,Duplex,RHDA,Rental,Project Complete / Final C.of O. Received,01/29/2007,20,01/29/2027,,,,,0,0,0,1,0,0,0,0,$65833.33,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.267971859961101, -97.727759650218402)"
809 San Marcos Street,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,194806,809 San Marcos Street,78702,1,Moderate,1/4 Mile,1,1,Single Family,RHDA,Rental,Project Complete / Final C.of O. Received,05/05/2005,20,05/05/2025,,,,,0,0,0,1,0,0,0,0,$65833.33,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.267216059588101, -97.731151025873999)"
2320 Santa Rita Street,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,189479,2320 Santa Rita Street,78702,3,Low,Neither,1,1,Single Family,RHDA,Rental,Project Complete / Final C.of O. Received,05/05/2005,20,05/05/2025,,,,,0,0,0,1,0,0,0,0,$65833.33,0%,No,No,No,No,No,No,No,No,No,No,"(30.257069873572899, -97.717265465185406)"
1009 E 10th Street,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,194809,1009 E 10th Street,78702,1,Low,Neither,1,1,Single Family,RHDA,Rental,Project Complete / Final C.of O. Received,05/05/2005,20,05/05/2025,,,,,0,0,0,1,0,0,0,0,$65833.33,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.268428328286699, -97.730578112806796)"
Garden Terrace SRO,Garden Terrace Housing Corporation,"Foundation Communities, Inc.",540024,1015 W William Cannon Drive,78745,2,Very Low,Neither,85,85,Multifamily,RHDA,Rental,Project Complete / Final C.of O. Received,05/21/2003,30,05/21/2033,,08/21/2003,$0.00,,0,0,85,0,0,0,0,0,$1775750.00,152.31%,No,No,No,No,No,No,Yes,No,No,No,"(30.198640893731199, -97.793426531850102)"
Southwest Trails Apartments,Central Texas/SWA Mutual Housing Corporation,"Foundation Communities, Inc.",733163,8405 Old Bee Caves Road,78735,8,Very Low,Neither,160,160,Multifamily,RHDA,Rental,Project Complete / Final C.of O. Received,12/21/2000,20,12/21/2020,,09/17/2001,,,0,0,81,79,0,0,0,0,$1000000.00,1284%,No,No,No,No,No,No,Yes,No,No,No,"(30.2512241070173, -97.887243032664301)"
Ivy Condos - Acq of 8 Units (11/3/10),"ESCT Austin Housing III, Inc.",Easter Seals of Central Texas,753810,3204 Manchaca Road,78704,5,Low,1/2 Mile,8,8,Multifamily,RHDA,Rental,Project Complete / Final C.of O. Received,02/15/2013,99,02/15/2012,,,,,0,0,8,0,0,0,0,0,$552175.00,134.67%,No,No,No,No,No,No,Yes,No,No,No,"(30.240275740263598, -97.782668760111804)"
702 Plumpton Drive,Green Doors,Community Partnerships for the Homeless,334416,702 Plumpton Drive,78745,2,Moderate,Neither,3,3,Single Family,RHDA,Rental,Project Complete / Final C.of O. Received,04/30/2002,20,04/30/2022,,,,,0,0,3,0,0,0,0,0,$71900.00,157.3%,No,No,No,No,No,No,No,No,No,No,"(30.1950468158668, -97.790821914266502)"
1109 Spearson Lane,Green Doors,Community Partnerships for the Homeless,330171,1109 Spearson Lane,78745,2,Very Low,1/4 Mile,3,3,Single Family,RHDA,Rental,Project Complete / Final C.of O. Received,04/30/2002,20,04/30/2022,,,,,0,0,3,0,0,0,0,0,$71900.00,157.3%,No,No,No,No,No,No,Yes,No,No,No,"(30.2013845727143, -97.794202177939198)"
5406 Village Trail,Green Doors,Community Partnerships for the Homeless,293494,5406 Village Trail,78744,2,Moderate,Neither,3,3,Single Family,RHDA,Rental,Project Complete / Final C.of O. Received,04/30/2002,20,04/30/2022,,,,,0,0,3,0,0,0,0,0,$71900.00,157.3%,No,No,No,No,No,No,No,No,No,No,"(30.1947866738427, -97.745984782803504)"
2505 Village Trail Circle,Green Doors,Community Partnerships for the Homeless,293028,2505 Village Trail Circle,78744,2,Very Low,Neither,7,7,Single Family,RHDA,Rental,Project Complete / Final C.of O. Received,08/31/2006,20,08/31/2026,,,,,7,0,0,0,0,0,0,0,$123163.00,345.94%,No,No,No,No,No,No,No,No,No,No,"(30.1947866738427, -97.745984782803504)"
7605 Elderberry Drive,Green Doors,Community Partnerships for the Homeless,36914,7605 Elderberry Drive,78745,3,High,Neither,4,4,Single Family,RHDA,Rental,Project Complete / Final C.of O. Received,08/31/2006,20,08/31/2026,,,,,4,0,0,0,0,0,0,0,$123163.00,345.94%,No,No,No,No,No,No,No,No,No,No,"(30.185693186058899, -97.789443985831596)"
2014 Covered Wagon Pass,Green Doors,Community Partnerships for the Homeless,35659,2014 Covered Wagon Pass,78744,2,Moderate,1/4 Mile,3,3,Single Family,RHDA,Rental,Project Complete / Final C.of O. Received,05/02/2007,20,05/02/2027,,,,,0,0,3,0,0,0,0,0,$100000.00,0%,No,No,No,No,No,No,No,No,No,No,"(30.193222322517499, -97.758702030219496)"
5611 Teri Road,Green Doors,Community Partnerships for the Homeless,295372,5611 Teri Road,78744,2,Low,Neither,3,3,Single Family,RHDA,Rental,Project Complete / Final C.of O. Received,05/02/2007,20,05/02/2027,,,,,0,0,3,0,0,0,0,0,$0.00,0%,No,No,No,No,No,No,No,No,No,No,"(30.1927525514336, -97.733819842395505)"
904 Neal Street,Green Doors,Community Partnerships for the Homeless,748853,904 Neal Street,78702,1,Very High,Neither,2,2,Duplex,RHDA,Rental,Project Complete / Final C.of O. Received,01/31/2008,40,01/31/2048,,,,,0,0,2,0,0,0,0,0,$125000.00,20.72%,No,No,No,No,No,No,No,No,No,No,"(30.268469735470401, -97.710058815744802)"
908 Neal Street,Green Doors,Community Partnerships for the Homeless,748854,908 Neal Street,78702,1,Very High,Neither,2,2,Duplex,RHDA,Rental,Project Complete / Final C.of O. Received,01/31/2008,40,01/31/2048,,,,,0,0,2,0,0,0,0,0,$125000.00,0%,No,No,No,No,No,No,No,No,No,No,"(30.2686070180355, -97.710236739433995)"
916 Neal Street,Green Doors,Community Partnerships for the Homeless,748856,916 Neal Street,78702,1,Very High,Neither,1,1,Single Family,RHDA,Rental,Project Complete / Final C.of O. Received,01/31/2008,40,01/31/2048,,,,,0,0,1,0,0,0,0,0,$125000.00,0%,No,No,No,No,No,No,No,No,No,No,"(30.2688504901787, -97.710485796491895)"
1100 E 10th Street,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,,1100 E 10th Street,78702,1,Very Low,1/4 Mile,1,1,Single Family,RHDA,Rental,Project Complete / Final C.of O. Received,02/27/2001,20,02/27/2021,,,,,0,0,0,0,0,1,0,0,$25000.00,963.6%,No,No,No,No,No,No,No,No,No,No,"(30.268439068383302, -97.7293401878146)"
The Works at Pleasant Valley,Lifeworks Affordable Housing Corporation,Lifeworks Affordable Housing Corporation,819543,2800 Lyons Road,78702,3,Moderate,Neither,45,45,Multifamily,RHDA,Rental,Project Complete / Final C.of O. Received,01/17/2014,99,01/17/2013,09/30/2010,01/17/2014,,,15,0,30,0,0,0,0,0,$850000.00,581.95%,No,No,No,No,No,No,Yes,No,No,No,"(30.263973435800999, -97.707400092268401)"
Pecan Springs Commons,Green Doors,Community Partnerships for the Homeless,217252,5800 Sweeney Circle,78723,1,Very High,Neither,46,46,Multifamily,RHDA,Rental,Project Complete / Final C.of O. Received,12/29/2009,99,12/29/2008,04/28/2009,10/24/2012,,,11,0,35,0,0,0,0,0,$2000000.00,74.93%,No,No,No,No,No,No,Yes,No,No,No,"(30.304927140597201, -97.679951265008995)"
M Station,"Foundation Communities, Inc.","Foundation Communities, Inc.",808621,2906 E Martin Luther King Jr Boulevard,78722,1,Very High,1/4 Mile,150,140,Multifamily,RHDA,Rental,Project Complete / Final C.of O. Received,11/16/2009,99,11/16/2008,01/21/2009,09/02/2011,,,28,0,68,36,0,8,0,10,$2000000.00,868.83%,No,No,No,No,No,No,Yes,Yes,No,No,"(30.2820072186666, -97.708413721868695)"
Pecan Springs Commons,Green Doors,Community Partnerships for the Homeless,217256,5807 Sweeney Circle,78723,1,Very High,Neither,4,4,FourPlex,RHDA,Rental,Project Complete / Final C.of O. Received,02/18/2009,99,02/18/2008,11/25/2008,02/01/2010,,,0,0,4,0,0,0,0,0,$508842.00,39.71%,No,No,No,No,No,No,Yes,No,No,No,"(30.3051500320123, -97.679026690365006)"
Pecan Springs Commons,Green Doors,Community Partnerships for the Homeless,217257,5809 Sweeney Circle,78723,1,Very High,Neither,4,4,FourPlex,RHDA,Rental,Project Complete / Final C.of O. Received,02/18/2009,99,02/18/2008,11/25/2008,02/01/2010,,,0,0,4,0,0,0,0,0,$0.00,0%,No,No,No,No,No,No,Yes,No,No,No,"(30.305360090323401, -97.6790763842193)"
Garden Terrace Expansion,Garden Terrace Housing Corporation,"Foundation Communities, Inc.",330133,1015 W William Cannon Drive,78745,2,Low,1/4 Mile,15,15,Multifamily,RHDA,Rental,Project Complete / Final C.of O. Received,10/08/2007,30,10/08/2037,,,,,0,0,15,0,0,0,0,0,$500000.00,160%,No,No,No,No,No,No,Yes,No,No,No,"(30.198640893731199, -97.793426531850102)"
LifeWorks Transitional Living Project,Lifeworks,Lifeworks,,3710 S 2nd Street,78704,3,Very Low,Neither,12,12,Multifamily,RHDA,Rental,Project Complete / Final C.of O. Received,05/04/2006,20,05/04/2026,,,,,0,0,12,0,0,0,0,0,$300000.00,101.22%,No,No,No,No,No,No,Yes,No,No,No,"(30.2298368209301, -97.771019744386805)"
Pecan Springs Commons,Green Doors,Community Partnerships for the Homeless,217251,5802 Sweeney Circle,78723,1,Low,Neither,4,4,FourPlex,RHDA,Rental,Project Complete / Final C.of O. Received,02/18/2009,99,02/18/2008,11/25/2008,02/01/2010,,,0,0,4,0,0,0,0,0,$791158.00,61.48%,No,No,No,No,No,No,Yes,No,No,No,"(30.305111409916201, -97.679950953212398)"
ThinkEast PUD,ThinkEast Austin MGT,ThinkEast Austin MGT,192592,1141 Shady Lane,78721,3,Very Low,1/2 Mile,184,0,Multifamily,Developer Incentive,Rental,Project Certified / Loan Executed,,0,,09/13/2012,,,,0,0,0,0,0,0,0,184,$0.00,0%,No,No,No,No,No,Yes,Yes,No,No,No,"(30.262699878133699, -97.691098560665907)"
